State,Region,Disease,GeneHits_Pest,Incidence,Prevalence
Illinois,Midwest,Migraine Disorders,20.9143881667414,1173.51431112226,17473.7046435504
Illinois,Midwest,Multiple Sclerosis,45.0003455425017,3.36281776135228,126.779997782658
Illinois,Midwest,Parkinson Disease,51.6481723237598,43.9804117819143,172.003919516365
Indiana,Midwest,Alzheimer's Disease,72.0146882494005,214.833204188008,1640.36485485092
Indiana,Midwest,Brain Neoplasms,36.1518415566366,8.83666787188063,23.3323332808357
Indiana,Midwest,Epilepsy,37.3938422065427,41.0913302312354,374.124911273584
Indiana,Midwest,Migraine Disorders,20.7697636511817,1174.83098154373,17197.5104980886
Indiana,Midwest,Multiple Sclerosis,45.364500792393,3.25411021923213,122.015740064721
Indiana,Midwest,Parkinson Disease,52.232810615199,49.374029292763,192.91331239643
Iowa,Midwest,Alzheimer's Disease,70.5387552500955,204.903898403608,1405.84058403825
Iowa,Midwest,Brain Neoplasms,35.7737719693556,8.83866844387833,18.8117507284709
Iowa,Midwest,Epilepsy,36.7879035553739,34.6213487652555,293.024327021986
Iowa,Midwest,Migraine Disorders,21.0654952076677,1140.97173260894,16768.3754785885
Iowa,Midwest,Multiple Sclerosis,44.3559322033898,3.15516534856936,118.540884196405
Iowa,Midwest,Parkinson Disease,51.0783040488923,46.5931187579085,183.686630188201
Kansas,Midwest,Alzheimer's Disease,68.4655425219941,199.60968859069,1469.48113219243
Kansas,Midwest,Brain Neoplasms,34.5757444971947,9.11342971117137,26.3783184659831
Kansas,Midwest,Epilepsy,35.7012171181783,39.2077192155195,342.950365807196
Kansas,Midwest,Migraine Disorders,20.5822916666667,1180.83432649245,16944.82494575
Kansas,Midwest,Multiple Sclerosis,42.8223252220935,3.28441410018523,119.682952556173
Kansas,Midwest,Parkinson Disease,49.6506245407788,51.2259825295311,208.101747504703
Kentucky,Southeast,Alzheimer's Disease,72.6547464239272,202.404492728947,1516.51883977495
Kentucky,Southeast,Brain Neoplasms,36.2289473684211,9.83311721623363,25.1464510013759
Kentucky,Southeast,Epilepsy,37.772536687631,42.3829301931061,393.561658890618
Kentucky,Southeast,Migraine Disorders,20.9709302325581,1149.61470188107,17156.8321119236
Kentucky,Southeast,Multiple Sclerosis,45.6763185108583,2.95604387978677,119.968948431635
Kentucky,Southeast,Parkinson Disease,52.6524011760863,50.3432212129509,188.373725234362
Louisiana,Southeast,Alzheimer's Disease,60.5334796926455,194.612803801738,1488.53285357638
Louisiana,Southeast,Brain Neoplasms,31.1665954720205,7.80451027374807,17.4770005488858
Louisiana,Southeast,Epilepsy,32.7207207207207,42.9666750839048,390.906260307068
Louisiana,Southeast,Migraine Disorders,18.4108961303462,1174.95245953268,17211.2129132608
Louisiana,Southeast,Multiple Sclerosis,38.8648857917151,2.2766345884621,86.1513344730687
Louisiana,Southeast,Parkinson Disease,44.6563535911602,46.7014451667871,175.107109521553
Maine,Northeast,Alzheimer's Disease,83.4501291989664,254.150005046145,1883.53602751439
Maine,Northeast,Brain Neoplasms,41.3149792776791,10.6096767432606,27.8411964716589
Maine,Northeast,Epilepsy,42.9601347557552,37.2507854287971,343.064644178192
Maine,Northeast,Migraine Disorders,22.8941411451398,1060.60003902106,17004.4641409534
Maine,Northeast,Multiple Sclerosis,51.6449864498645,3.6221216306249,164.882861289634
Maine,Northeast,Parkinson Disease,60.8981191222571,68.4895294407783,276.904965714614
Maryland,Northeast,Alzheimer's Disease,72.8533751962323,202.47957256285,1540.06864073941
Maryland,Northeast,Brain Neoplasms,36.1602011494253,7.94741612852429,22.5014905226228
Maryland,Northeast,Epilepsy,37.726230613621,39.46347745119,353.878574462453
Maryland,Northeast,Migraine Disorders,20.6014431239389,1167.1181522855,17752.900743255
Maryland,Northeast,Multiple Sclerosis,45.5248180013236,3.47711656822518,135.474778196827
Maryland,Northeast,Parkinson Disease,52.8969984202212,44.883789927729,175.803669970612
Massachusetts,Northeast,Alzheimer's Disease,82.7881594844946,237.057759217269,1775.8541035194
Massachusetts,Northeast,Brain Neoplasms,40.6153144940748,9.9145269880391,30.377619298294
Massachusetts,Northeast,Epilepsy,42.4507164567955,40.7778003653311,384.097639558942
Massachusetts,Northeast,Migraine Disorders,22.4152671755725,1144.15954618357,17688.9244955588
Massachusetts,Northeast,Multiple Sclerosis,51.5158965663417,3.99874986511203,158.197105214185
Massachusetts,Northeast,Parkinson Disease,60.2114285714286,50.7856764272573,209.854766051344
Michigan,Midwest,Alzheimer's Disease,72.0277040966696,233.085800008891,1787.50578490159
Michigan,Midwest,Brain Neoplasms,35.8856374032963,9.09046549007823,21.3049542221727
Michigan,Midwest,Epilepsy,37.338567839196,44.7461980314354,430.492313980339
Michigan,Midwest,Migraine Disorders,20.3110850897736,1100.07282635307,15962.6906937225
Michigan,Midwest,Multiple Sclerosis,45.1425479282622,4.0497415166024,164.604201573863
Michigan,Midwest,Parkinson Disease,52.3704363312556,52.9991930086051,206.560214960874
Minnesota,Midwest,Alzheimer's Disease,69.380829015544,191.305688318083,1420.59326101927
Minnesota,Midwest,Brain Neoplasms,35.1654648956357,9.4191461708931,31.3578432837352
Minnesota,Midwest,Epilepsy,36.1477900552486,37.494488767748,322.840090241148
Minnesota,Midwest,Migraine Disorders,20.7074613284804,1152.90559612363,17080.3447603516
Minnesota,Midwest,Multiple Sclerosis,43.8350515463918,3.78138016519678,143.405887965433
Minnesota,Midwest,Parkinson Disease,50.2908560311284,45.8207609871214,183.284231418775
Mississippi,Southeast,Alzheimer's Disease,64.3926421404682,169.385610622705,1236.36904915091
Mississippi,Southeast,Brain Neoplasms,32.4355709876543,8.78392132795706,19.0960144158632
Mississippi,Southeast,Epilepsy,34.2075876879026,36.3970932569357,310.849497891316
Mississippi,Southeast,Migraine Disorders,18.8236371965186,1183.15764229126,17248.0979138891
Mississippi,Southeast,Multiple Sclerosis,40.8073654390935,2.08189449280306,76.5552283992881
Mississippi,Southeast,Parkinson Disease,47.214862138534,38.2607176036952,125.269319531662
Missouri,Midwest,Alzheimer's Disease,66.4084254556319,222.562573344265,1670.79941311553
Missouri,Midwest,Brain Neoplasms,33.4524224468456,8.75862991699552,23.502072539434
Missouri,Midwest,Epilepsy,35.1338683788122,39.8465140826062,363.301599043507
Missouri,Midwest,Migraine Disorders,19.6799180327869,1151.93968726538,17135.5374427897
Missouri,Midwest,Multiple Sclerosis,42.2503982159924,3.30878578302412,130.585092387579
Missouri,Midwest,Parkinson Disease,48.2994604316547,54.1386108914922,217.789504291363
Montana,West,Alzheimer's Disease,69.2788235294118,226.020560147788,1630.52616702313
Montana,West,Brain Neoplasms,35.147638697845,9.54355213167812,25.7592474959409
Montana,West,Epilepsy,36.1461988304094,40.5323851743432,371.897401387271
Montana,West,Migraine Disorders,20.8296296296296,1097.02149074877,16661.1997591066
Montana,West,Multiple Sclerosis,43.7494824016563,4.54811617284947,184.338465418355
Montana,West,Parkinson Disease,50.1665357423409,54.1639651610159,201.108197772322
Nebraska,Midwest,Alzheimer's Disease,74.6894597657726,196.090972557107,1436.4984976957
Nebraska,Midwest,Brain Neoplasms,37.1118911803423,9.32393399866066,28.1530815008694
Nebraska,Midwest,Epilepsy,37.4932593180016,35.5221218446176,292.473502123433
Nebraska,Midwest,Migraine Disorders,21.5548421615837,1168.62558499515,16829.9015184492
Nebraska,Midwest,Multiple Sclerosis,45.516862745098,3.85416758491753,141.164685288367
Nebraska,Midwest,Parkinson Disease,53.6644093303236,39.6195704473452,150.544389361403
Nevada,West,Alzheimer's Disease,76.5992534781134,138.112964584795,977.427242714465
Nevada,West,Brain Neoplasms,38.45859375,7.35310040341174,20.0833988637153
Nevada,West,Epilepsy,39.6127504553734,39.7481361746944,363.457094919837
Nevada,West,Migraine Disorders,21.4367868553172,1187.73470493987,17543.0725276925
Nevada,West,Multiple Sclerosis,48.2441483615412,3.71626374048273,139.702696479683
Nevada,West,Parkinson Disease,55.1223657375935,42.4360341702031,150.98461046691
New Hampshire,Northeast,Alzheimer's Disease,85.0045682960256,230.593101614132,1709.58248353359
New Hampshire,Northeast,Brain Neoplasms,41.8220031136482,10.0895298058054,29.4810257058838
New Hampshire,Northeast,Epilepsy,43.2515939185875,35.9753590135229,324.595405648681
New Hampshire,Northeast,Migraine Disorders,23.0409930715935,1097.52995141108,17334.9696085837
New Hampshire,Northeast,Multiple Sclerosis,52.8705486044273,3.87485410247806,173.412467837696
New Hampshire,Northeast,Parkinson Disease,61.8739573679333,56.2778037994777,220.098634012693
New Jersey,Northeast,Alzheimer's Disease,77.7188049209139,211.942200507771,1551.39029609126
New Jersey,Northeast,Brain Neoplasms,38.6587429492345,10.5417266913429,45.2646187971105
New Jersey,Northeast,Epilepsy,40.1044663133989,43.1546228309835,400.420909399208
New Jersey,Northeast,Migraine Disorders,21.7319871500688,1141.61630270974,17403.6903922091
New Jersey,Northeast,Multiple Sclerosis,48.7005565862709,3.28189398245924,135.141932580486
New Jersey,Northeast,Parkinson Disease,56.3667967364314,46.8159487019193,192.849516398335
New Mexico,Southwest,Alzheimer's Disease,69.7080487080487,205.662049525738,1481.98151579545
New Mexico,Southwest,Brain Neoplasms,34.8791095890411,7.68747160396426,22.5028894389215
New Mexico,Southwest,Epilepsy,36.4509990485252,42.7228565939195,363.440430860146
New Mexico,Southwest,Migraine Disorders,20.0421856167135,1158.08543271433,17005.581679644
New Mexico,Southwest,Multiple Sclerosis,43.7525805442602,3.01079884881167,116.875394709982
New Mexico,Southwest,Parkinson Disease,50.4737626714371,47.0147227836178,168.351363536669
New York,Northeast,Alzheimer's Disease,77.7873468035774,225.444833621701,1670.76188227628
New York,Northeast,Brain Neoplasms,38.6935912021236,7.62609517501325,23.2328864325017
New York,Northeast,Epilepsy,40.0938615274804,43.5086086525538,408.835774152943
New York,Northeast,Migraine Disorders,21.518598615917,1149.86863165371,17601.1249224125
New York,Northeast,Multiple Sclerosis,48.6898844942247,3.75119215931432,152.421905467364
New York,Northeast,Parkinson Disease,56.3152972611891,50.5351447894684,213.888286523291
North Carolina,Southeast,Alzheimer's Disease,69.5617163555308,181.133259107328,1318.74113841672
North Carolina,Southeast,Brain Neoplasms,34.4589955499046,8.30914076835556,21.758032721612
North Carolina,Southeast,Epilepsy,36.4381350866707,36.3416834303401,314.960768662457
North Carolina,Southeast,Migraine Disorders,19.5466070096943,1174.98022018846,17476.7083803161
North Carolina,Southeast,Multiple Sclerosis,43.7522071806945,3.02481156645244,120.444627612992
North Carolina,Southeast,Parkinson Disease,50.6503791069924,45.3186915842446,167.277627621189
North Dakota,Midwest,Alzheimer's Disease,66.7879890809827,243.98553993377,1831.89797416004
North Dakota,Midwest,Brain Neoplasms,33.6287838555497,9.69006094560804,28.8700675727676
North Dakota,Midwest,Epilepsy,34.8755406054781,38.3140257002469,330.865396055788
North Dakota,Midwest,Migraine Disorders,20.4104234527687,1132.63440152179,16678.2597780845
North Dakota,Midwest,Multiple Sclerosis,41.90965583174,4.14230958394942,148.997646106916
North Dakota,Midwest,Parkinson Disease,48.6475409836066,46.3377523014818,185.345475043528
Ohio,Midwest,Alzheimer's Disease,71.2938634399309,232.944539848321,1765.74700710752
Ohio,Midwest,Brain Neoplasms,35.8036072144289,9.09452039295945,22.8372600481125
Ohio,Midwest,Epilepsy,37.0516129032258,42.3518743968742,398.856195918577
Ohio,Midwest,Migraine Disorders,20.7043307086614,1137.96396529759,17111.5747379893
Ohio,Midwest,Multiple Sclerosis,45.0140201158183,3.61073632441671,144.657987137699
Ohio,Midwest,Parkinson Disease,51.5488439306358,52.5493762590309,203.814039972354
Oklahoma,Southwest,Alzheimer's Disease,64.5089285714286,198.019126217243,1465.00391026505
Oklahoma,Southwest,Brain Neoplasms,32.5702733923758,8.41896119578026,20.6624320339167
Oklahoma,Southwest,Epilepsy,34.1433087460485,40.0577826435665,359.530501808576
Oklahoma,Southwest,Migraine Disorders,19.3950504124656,1176.96200881504,17035.632687883
Oklahoma,Southwest,Multiple Sclerosis,40.6063645797302,2.6316694725895,94.7401526740191
Oklahoma,Southwest,Parkinson Disease,46.9291390728477,45.1695065135932,160.98991485369
Oregon,West,Alzheimer's Disease,73.2682721926631,205.851029637481,1503.89968167694
Oregon,West,Brain Neoplasms,36.6829739298359,9.88024179003331,29.371961217356
Oregon,West,Epilepsy,37.7562351543943,36.1066296428649,316.013527009973
Oregon,West,Migraine Disorders,20.6826959485044,1133.35431162333,17273.1252617715
Oregon,West,Multiple Sclerosis,45.9359693124816,3.98668055570305,156.093882689611
Oregon,West,Parkinson Disease,53.0328928872646,50.1947393596782,186.984991126826
Pennsylvania,Northeast,Alzheimer's Disease,73.8428485576923,244.557059730533,1811.55327706982
Pennsylvania,Northeast,Brain Neoplasms,36.9032480995162,9.18607152263854,24.6896807701945
Pennsylvania,Northeast,Epilepsy,38.2414571244358,40.7125319827659,388.793604381985
Pennsylvania,Northeast,Migraine Disorders,21.1800161812298,1117.389425494,17174.9795189646
Pennsylvania,Northeast,Multiple Sclerosis,46.2333965844402,3.82373111962932,160.069154132544
Pennsylvania,Northeast,Parkinson Disease,53.4386706948641,54.8118599605218,220.332992807956
Rhode Island,Northeast,Alzheimer's Disease,86.7007194244604,255.475970846781,1935.31252831537
Rhode Island,Northeast,Brain Neoplasms,42.3975054229935,9.34390471869128,27.1289909029092
Rhode Island,Northeast,Epilepsy,43.8818695428865,42.5170264833088,415.538918364719
Rhode Island,Northeast,Migraine Disorders,23.3922751961376,1137.3882046368,17631.3482992026
Rhode Island,Northeast,Multiple Sclerosis,53.5140703517588,4.72786610036684,194.324215924951
Rhode Island,Northeast,Parkinson Disease,62.75,48.4082674370117,191.861127302062
South Carolina,Southeast,Alzheimer's Disease,71.16567695962,189.565708062693,1382.19257849726
South Carolina,Southeast,Brain Neoplasms,35.2849407783418,8.73615041003546,20.6866172904784
South Carolina,Southeast,Epilepsy,36.9917302798982,38.2008665938663,344.068926592577
South Carolina,Southeast,Migraine Disorders,19.8997225525168,1150.78814758099,17284.7658018775
South Carolina,Southeast,Multiple Sclerosis,44.517521902378,2.75116321058522,110.759654020835
South Carolina,Southeast,Parkinson Disease,51.7359449760766,46.8225636489553,167.30486066352
South Dakota,Midwest,Alzheimer's Disease,69.0539599651871,195.473008341809,1372.57852137616
South Dakota,Midwest,Brain Neoplasms,35.0256541816316,10.0122967630153,28.9296126737972
South Dakota,Midwest,Epilepsy,35.6700228832952,41.8410924450787,380.214653817099
South Dakota,Midwest,Migraine Disorders,20.957249070632,1142.23850695376,16478.6541377528
South Dakota,Midwest,Multiple Sclerosis,42.9444191343964,3.9021813727345,147.803429144902
South Dakota,Midwest,Parkinson Disease,50.020842379505,41.7436666163086,167.813601381659
Tennessee,Southeast,Alzheimer's Disease,68.7857957786652,195.099507502469,1453.85438183995
Tennessee,Southeast,Brain Neoplasms,34.4001314060447,8.94602965008836,21.82396653317
Tennessee,Southeast,Epilepsy,35.9892769607843,38.7152442997388,350.189383667798
Tennessee,Southeast,Migraine Disorders,19.6582622187742,1162.83205061202,17374.2131248891
Tennessee,Southeast,Multiple Sclerosis,43.4139393939394,2.89071157709392,115.19718362145
Tennessee,Southeast,Parkinson Disease,50.1292731973571,44.5346294747352,160.546537812451
Texas,Southwest,Alzheimer's Disease,67.1062045835662,164.678279180272,1237.189887684
Texas,Southwest,Brain Neoplasms,33.6769825918762,7.32401431298066,21.4114186911242
Texas,Southwest,Epilepsy,34.9843195266272,37.073241893278,343.893513002163
Texas,Southwest,Migraine Disorders,19.4698292220114,1238.70225650034,17448.9655046486
Texas,Southwest,Multiple Sclerosis,42.0598240469208,2.4198645723701,86.4050293947688
Texas,Southwest,Parkinson Disease,48.6850503919373,39.9441937092265,155.616632513869
Utah,West,Alzheimer's Disease,75.8330564784053,100.01967729575,709.387167355901
Utah,West,Brain Neoplasms,38.4521147301896,6.91502624739812,21.3396873204992
Utah,West,Epilepsy,39.1636201515827,35.9829750443652,288.433247842865
Utah,West,Migraine Disorders,22.0629370629371,1311.67151783465,17131.3216079828
Utah,West,Multiple Sclerosis,47.4670763827919,5.35515895682654,168.19507999845
Utah,West,Parkinson Disease,54.7117867555185,31.6411409125155,115.854495857215
Vermont,Northeast,Alzheimer's Disease,83.5517834121186,229.170088152368,1649.0958061531
Vermont,Northeast,Brain Neoplasms,41.42258382643,9.60533245968774,27.1793228967089
Vermont,Northeast,Epilepsy,42.955710955711,36.0463669055615,323.011999477197
Vermont,Northeast,Migraine Disorders,22.8549365692223,1082.05480781595,17134.7571221261
Vermont,Northeast,Multiple Sclerosis,52.3877457704618,3.78979775344571,165.813112458995
Vermont,Northeast,Parkinson Disease,60.7952069716776,63.6610654260619,253.565179057316
Virginia,Southeast,Alzheimer's Disease,68.5910388127854,186.533443133339,1380.27367930327
Virginia,Southeast,Brain Neoplasms,33.8647859922179,8.09873086849552,23.7011593177197
Virginia,Southeast,Epilepsy,36.0993255671367,39.53484077308,355.030911549836
Virginia,Southeast,Migraine Disorders,19.3633231240429,1169.59539588561,17567.400424516
Virginia,Southeast,Multiple Sclerosis,43.2135746606335,3.36797909348352,131.870839619281
Virginia,Southeast,Parkinson Disease,49.9706896551724,43.0015602496667,166.185561493888
Washington,West,Alzheimer's Disease,73.6374421296296,177.546327658036,1270.29075890444
Washington,West,Brain Neoplasms,36.8886303191489,8.09282583148802,18.4676159550603
Washington,West,Epilepsy,37.8948015995078,38.392619954776,335.917487079549
Washington,West,Migraine Disorders,20.7537196554424,1154.7297999599,17283.0573937232
Washington,West,Multiple Sclerosis,46.034703196347,4.22376187673366,160.942139550298
Washington,West,Parkinson Disease,53.3134458672875,48.5559287507574,189.552394196512
West Virginia,Southeast,Alzheimer's Disease,74.1260854463355,246.397293208741,1868.78708907877
West Virginia,Southeast,Brain Neoplasms,36.9139311449159,9.56964721346079,21.1517311637184
West Virginia,Southeast,Epilepsy,38.4028453762636,41.3973198556138,407.036724015112
West Virginia,Southeast,Migraine Disorders,21.2636579572447,1086.78437138554,16940.3126224638
West Virginia,Southeast,Multiple Sclerosis,46.3349212165629,2.89731997929232,124.843511589192
West Virginia,Southeast,Parkinson Disease,53.9800210304942,59.9114741584512,223.992918967123
Wisconsin,Midwest,Alzheimer's Disease,72.545545880777,207.485906784764,1504.62890393489
Wisconsin,Midwest,Brain Neoplasms,36.1047765793529,9.94590840657885,30.4884052495691
Wisconsin,Midwest,Epilepsy,37.9841384282624,43.9326962901769,351.657254468725
Wisconsin,Midwest,Migraine Disorders,20.9126126126126,1139.81088599754,17061.7003150265
Wisconsin,Midwest,Multiple Sclerosis,45.5217084362866,3.98368275437535,157.514114203157
Wisconsin,Midwest,Parkinson Disease,52.7367711493091,45.7286623275231,177.236206023257
Wyoming,West,Alzheimer's Disease,77.0620503597122,173.551599018126,1229.19619872237
Wyoming,West,Brain Neoplasms,38.6392239119035,8.39136403059217,23.4168901435979
Wyoming,West,Epilepsy,38.7036156041865,40.1073021983102,351.858148809389
Wyoming,West,Migraine Disorders,22.2638436482085,1147.05425668036,16758.9145653839
Wyoming,West,Multiple Sclerosis,47.6844843897824,4.59476158326081,176.010704967762
Wyoming,West,Parkinson Disease,55.3912848158131,43.1262841847604,154.988867761039
