Type,Disease,Year,variable,value
55+ years,Parkinson Disease,2002,Prevalence corr coefficient,0.344633014508146
55+ years,Alzheimer's Disease,2003,Prevalence corr coefficient,0.00554105729230323
55+ years,Multiple Sclerosis,2003,Prevalence corr coefficient,0.54558227800135
55+ years,Parkinson Disease,2003,Prevalence corr coefficient,0.336459520280431
55+ years,Alzheimer's Disease,2004,Prevalence corr coefficient,0.0188201127859621
55+ years,Multiple Sclerosis,2004,Prevalence corr coefficient,0.540123519776145
55+ years,Parkinson Disease,2004,Prevalence corr coefficient,0.322353020748929
55+ years,Alzheimer's Disease,2005,Prevalence corr coefficient,0.0388619451135921
55+ years,Multiple Sclerosis,2005,Prevalence corr coefficient,0.541010134423692
55+ years,Parkinson Disease,2005,Prevalence corr coefficient,0.345021854233032
55+ years,Alzheimer's Disease,2006,Prevalence corr coefficient,0.0483948340259636
55+ years,Multiple Sclerosis,2006,Prevalence corr coefficient,0.542022455659148
55+ years,Parkinson Disease,2006,Prevalence corr coefficient,0.352722330887742
55+ years,Alzheimer's Disease,2007,Prevalence corr coefficient,0.0605829816593986
55+ years,Multiple Sclerosis,2007,Prevalence corr coefficient,0.530595067573416
55+ years,Parkinson Disease,2007,Prevalence corr coefficient,0.354586019237587
55+ years,Alzheimer's Disease,2008,Prevalence corr coefficient,0.0863580205173688
55+ years,Multiple Sclerosis,2008,Prevalence corr coefficient,0.533577279512315
55+ years,Parkinson Disease,2008,Prevalence corr coefficient,0.358271064042664
55+ years,Alzheimer's Disease,2009,Prevalence corr coefficient,0.0993804642674277
55+ years,Multiple Sclerosis,2009,Prevalence corr coefficient,0.531681689703478
55+ years,Parkinson Disease,2009,Prevalence corr coefficient,0.360474357314994
55+ years,Alzheimer's Disease,2010,Prevalence corr coefficient,0.107492805356191
55+ years,Multiple Sclerosis,2010,Prevalence corr coefficient,0.540645087066341
55+ years,Parkinson Disease,2010,Prevalence corr coefficient,0.370160103403971
55+ years,Alzheimer's Disease,2011,Prevalence corr coefficient,0.103262226000611
55+ years,Multiple Sclerosis,2011,Prevalence corr coefficient,0.551746203974764
55+ years,Parkinson Disease,2011,Prevalence corr coefficient,0.365238845014902
55+ years,Alzheimer's Disease,2012,Prevalence corr coefficient,0.1026715074301
55+ years,Multiple Sclerosis,2012,Prevalence corr coefficient,0.558600038213047
55+ years,Parkinson Disease,2012,Prevalence corr coefficient,0.363967513416079
55+ years,Alzheimer's Disease,2013,Prevalence corr coefficient,0.105214048320543
55+ years,Multiple Sclerosis,2013,Prevalence corr coefficient,0.566692122822133
55+ years,Parkinson Disease,2013,Prevalence corr coefficient,0.373743468909949
55+ years,Alzheimer's Disease,2014,Prevalence corr coefficient,0.11014458288769
55+ years,Multiple Sclerosis,2014,Prevalence corr coefficient,0.568130090609795
55+ years,Parkinson Disease,2014,Prevalence corr coefficient,0.384343958865483
55+ years,Alzheimer's Disease,2015,Prevalence corr coefficient,0.111062219924557
55+ years,Multiple Sclerosis,2015,Prevalence corr coefficient,0.56974025893031
55+ years,Parkinson Disease,2015,Prevalence corr coefficient,0.388408178190417
55+ years,Alzheimer's Disease,2016,Prevalence corr coefficient,0.111623075056075
55+ years,Multiple Sclerosis,2016,Prevalence corr coefficient,0.572590514755091
55+ years,Parkinson Disease,2016,Prevalence corr coefficient,0.389282548741264
55+ years,Alzheimer's Disease,2017,Prevalence corr coefficient,0.113105002757425
55+ years,Multiple Sclerosis,2017,Prevalence corr coefficient,0.574059996053284
55+ years,Parkinson Disease,2017,Prevalence corr coefficient,0.39503813930622
55+ years,Alzheimer's Disease,2018,Prevalence corr coefficient,0.112801775999537
55+ years,Multiple Sclerosis,2018,Prevalence corr coefficient,0.575031152864214
55+ years,Parkinson Disease,2018,Prevalence corr coefficient,0.403635950683652
55+ years,Alzheimer's Disease,1992,Incidence p_pe,0.821799594905168
55+ years,Multiple Sclerosis,1992,Incidence p_pe,0.00432331412313692
55+ years,Parkinson Disease,1992,Incidence p_pe,0.00717914191730092
55+ years,Alzheimer's Disease,1993,Incidence p_pe,0.900274566129247
55+ years,Multiple Sclerosis,1993,Incidence p_pe,0.00389471724606339
55+ years,Parkinson Disease,1993,Incidence p_pe,0.00390906355619132
55+ years,Alzheimer's Disease,1994,Incidence p_pe,0.57611212849049
55+ years,Multiple Sclerosis,1994,Incidence p_pe,0.000813440796269243
55+ years,Parkinson Disease,1994,Incidence p_pe,0.00140154472962081
55+ years,Alzheimer's Disease,1996,Incidence p_pe,0.784764375664926
55+ years,Multiple Sclerosis,1996,Incidence p_pe,0.00499276135343818
55+ years,Parkinson Disease,1996,Incidence p_pe,0.00448824611052729
55+ years,Alzheimer's Disease,1995,Incidence p_pe,0.94130565171802
55+ years,Multiple Sclerosis,1995,Incidence p_pe,0.00408184851569388
55+ years,Parkinson Disease,1995,Incidence p_pe,0.00414052670041557
55+ years,Alzheimer's Disease,1998,Incidence p_pe,0.584883969892902
55+ years,Multiple Sclerosis,1998,Incidence p_pe,0.00640721800984962
55+ years,Parkinson Disease,1998,Incidence p_pe,0.00314051382200868
55+ years,Alzheimer's Disease,1997,Incidence p_pe,0.637453331623454
55+ years,Multiple Sclerosis,1997,Incidence p_pe,0.0101592409468447
55+ years,Parkinson Disease,1997,Incidence p_pe,0.00451413359912122
55+ years,Alzheimer's Disease,1999,Incidence p_pe,0.788538767569514
55+ years,Multiple Sclerosis,1999,Incidence p_pe,0.00544743634383414
55+ years,Parkinson Disease,1999,Incidence p_pe,0.00196186961660407
55+ years,Alzheimer's Disease,2000,Incidence p_pe,0.872654538939174
55+ years,Multiple Sclerosis,2000,Incidence p_pe,0.00652125778406916
55+ years,Parkinson Disease,2000,Incidence p_pe,0.00217614242472275
55+ years,Alzheimer's Disease,2001,Incidence p_pe,0.953644535268292
55+ years,Multiple Sclerosis,2001,Incidence p_pe,0.00631285546445167
55+ years,Parkinson Disease,2001,Incidence p_pe,0.0028230802937231
55+ years,Alzheimer's Disease,2002,Incidence p_pe,0.981172829109559
55+ years,Multiple Sclerosis,2002,Incidence p_pe,0.00611020352390942
55+ years,Parkinson Disease,2002,Incidence p_pe,0.00580456160406985
55+ years,Alzheimer's Disease,2003,Incidence p_pe,0.839005042114119
55+ years,Multiple Sclerosis,2003,Incidence p_pe,0.00964314488076007
55+ years,Parkinson Disease,2003,Incidence p_pe,0.00900777542956806
55+ years,Alzheimer's Disease,2004,Incidence p_pe,0.769226574358053
55+ years,Multiple Sclerosis,2004,Incidence p_pe,0.0122275663970679
55+ years,Parkinson Disease,2004,Incidence p_pe,0.0140365368727912
55+ years,Alzheimer's Disease,2005,Incidence p_pe,0.668144402660746
55+ years,Multiple Sclerosis,2005,Incidence p_pe,0.0132540432440675
55+ years,Parkinson Disease,2005,Incidence p_pe,0.0102712808781619
55+ years,Alzheimer's Disease,2006,Incidence p_pe,0.613093581503635
55+ years,Multiple Sclerosis,2006,Incidence p_pe,0.014706651242067
55+ years,Parkinson Disease,2006,Incidence p_pe,0.0106022731321267
55+ years,Alzheimer's Disease,2007,Incidence p_pe,0.572737718407679
55+ years,Multiple Sclerosis,2007,Incidence p_pe,0.0249965786537888
55+ years,Parkinson Disease,2007,Incidence p_pe,0.0121029537373375
55+ years,Alzheimer's Disease,2008,Incidence p_pe,0.455319244685078
55+ years,Multiple Sclerosis,2008,Incidence p_pe,0.0289979381913277
55+ years,Parkinson Disease,2008,Incidence p_pe,0.013015132105628
55+ years,Alzheimer's Disease,2009,Incidence p_pe,0.410776511044969
55+ years,Multiple Sclerosis,2009,Incidence p_pe,0.0326879337598668
55+ years,Parkinson Disease,2009,Incidence p_pe,0.0142139281465336
55+ years,Alzheimer's Disease,2010,Incidence p_pe,0.385261996047682
55+ years,Multiple Sclerosis,2010,Incidence p_pe,0.0296594262963497
55+ years,Parkinson Disease,2010,Incidence p_pe,0.0125620843537878
55+ years,Alzheimer's Disease,2011,Incidence p_pe,0.40139693469363
55+ years,Multiple Sclerosis,2011,Incidence p_pe,0.0246196344078444
55+ years,Parkinson Disease,2011,Incidence p_pe,0.0143482632130298
55+ years,Alzheimer's Disease,2012,Incidence p_pe,0.406174250898986
55+ years,Multiple Sclerosis,2012,Incidence p_pe,0.0205706446591823
55+ years,Parkinson Disease,2012,Incidence p_pe,0.0167313430105717
55+ years,Alzheimer's Disease,2013,Incidence p_pe,0.392965003503892
55+ years,Multiple Sclerosis,2013,Incidence p_pe,0.0158547176279176
55+ years,Parkinson Disease,2013,Incidence p_pe,0.016716194229048
55+ years,Alzheimer's Disease,2014,Incidence p_pe,0.374704855486901
55+ years,Multiple Sclerosis,2014,Incidence p_pe,0.0139941565277236
55+ years,Parkinson Disease,2014,Incidence p_pe,0.0189268567305474
55+ years,Alzheimer's Disease,2015,Incidence p_pe,0.372521641445434
55+ years,Multiple Sclerosis,2015,Incidence p_pe,0.0124922596591128
55+ years,Parkinson Disease,2015,Incidence p_pe,0.0236439098343278
55+ years,Alzheimer's Disease,2016,Incidence p_pe,0.365834039600796
55+ years,Multiple Sclerosis,2016,Incidence p_pe,0.00849876857338421
55+ years,Parkinson Disease,2016,Incidence p_pe,0.0396055985600528
55+ years,Alzheimer's Disease,2017,Incidence p_pe,0.353122659472057
55+ years,Multiple Sclerosis,2017,Incidence p_pe,0.00585824440835545
55+ years,Parkinson Disease,2017,Incidence p_pe,0.0480902218614329
55+ years,Alzheimer's Disease,2018,Incidence p_pe,0.341868578559752
55+ years,Multiple Sclerosis,2018,Incidence p_pe,0.00488325343009804
55+ years,Parkinson Disease,2018,Incidence p_pe,0.0395743692430905
55+ years,Alzheimer's Disease,1992,Prevalence p_pe,0.811626977586942
55+ years,Multiple Sclerosis,1992,Prevalence p_pe,0.00188270866597533
55+ years,Parkinson Disease,1992,Prevalence p_pe,0.014074097396032
55+ years,Alzheimer's Disease,1993,Prevalence p_pe,0.943492947220556
55+ years,Multiple Sclerosis,1993,Prevalence p_pe,0.000630547411425151
55+ years,Parkinson Disease,1993,Prevalence p_pe,0.0102317804287822
55+ years,Alzheimer's Disease,1994,Prevalence p_pe,0.641410081950008
55+ years,Multiple Sclerosis,1994,Prevalence p_pe,8.37624876560327e-05
55+ years,Parkinson Disease,1994,Prevalence p_pe,0.00448493990286532
55+ years,Alzheimer's Disease,1996,Prevalence p_pe,0.718265362964946
55+ years,Multiple Sclerosis,1996,Prevalence p_pe,0.000257430526270761
55+ years,Parkinson Disease,1996,Prevalence p_pe,0.0152826517798569
55+ years,Alzheimer's Disease,1995,Prevalence p_pe,0.986658942269823
55+ years,Multiple Sclerosis,1995,Prevalence p_pe,0.000397587136922452
55+ years,Parkinson Disease,1995,Prevalence p_pe,0.0130049056956708
55+ years,Alzheimer's Disease,1998,Prevalence p_pe,0.472508537549038
55+ years,Multiple Sclerosis,1998,Prevalence p_pe,9.10229572210998e-05
55+ years,Parkinson Disease,1998,Prevalence p_pe,0.0140857038030115
55+ years,Alzheimer's Disease,1997,Prevalence p_pe,0.547790625722857
55+ years,Multiple Sclerosis,1997,Prevalence p_pe,0.000307380955927389
55+ years,Parkinson Disease,1997,Prevalence p_pe,0.016562486621377
55+ years,Alzheimer's Disease,1999,Prevalence p_pe,0.628749734146642
55+ years,Multiple Sclerosis,1999,Prevalence p_pe,4.87228115481846e-05
55+ years,Parkinson Disease,1999,Prevalence p_pe,0.00915558689631834
55+ years,Alzheimer's Disease,2000,Prevalence p_pe,0.70716409873169
55+ years,Multiple Sclerosis,2000,Prevalence p_pe,4.14056266167772e-05
55+ years,Parkinson Disease,2000,Prevalence p_pe,0.0088742448409745
55+ years,Alzheimer's Disease,2001,Prevalence p_pe,0.798138345317895
55+ years,Multiple Sclerosis,2001,Prevalence p_pe,3.41946725074751e-05
55+ years,Parkinson Disease,2001,Prevalence p_pe,0.0099276837674544
55+ years,Alzheimer's Disease,2002,Prevalence p_pe,0.870401567191642
55+ years,Multiple Sclerosis,2002,Prevalence p_pe,3.35159646864036e-05
55+ years,Parkinson Disease,2002,Prevalence p_pe,0.0164513617382121
55+ years,Alzheimer's Disease,2003,Prevalence p_pe,0.970183701279972
55+ years,Multiple Sclerosis,2003,Prevalence p_pe,6.0624917763101e-05
55+ years,Parkinson Disease,2003,Prevalence p_pe,0.0193747933289688
55+ years,Alzheimer's Disease,2004,Prevalence p_pe,0.898969131598177
55+ years,Multiple Sclerosis,2004,Prevalence p_pe,7.42074251393063e-05
55+ years,Parkinson Disease,2004,Prevalence p_pe,0.0254517605175702
55+ years,Alzheimer's Disease,2005,Prevalence p_pe,0.793132329214794
55+ years,Multiple Sclerosis,2005,Prevalence p_pe,7.18274531981778e-05
55+ years,Parkinson Disease,2005,Prevalence p_pe,0.0163221744043353
55+ years,Alzheimer's Disease,2006,Prevalence p_pe,0.743938226562461
55+ years,Multiple Sclerosis,2006,Prevalence p_pe,6.91954844699351e-05
55+ years,Parkinson Disease,2006,Prevalence p_pe,0.0139357303668608
55+ years,Alzheimer's Disease,2007,Prevalence p_pe,0.682507881555322
55+ years,Multiple Sclerosis,2007,Prevalence p_pe,0.000104741719326058
55+ years,Parkinson Disease,2007,Prevalence p_pe,0.0134051553189447
55+ years,Alzheimer's Disease,2008,Prevalence p_pe,0.559471439795709
55+ years,Multiple Sclerosis,2008,Prevalence p_pe,9.41362255834475e-05
55+ years,Parkinson Disease,2008,Prevalence p_pe,0.0124067055020212
55+ years,Alzheimer's Disease,2009,Prevalence p_pe,0.501554842339319
55+ years,Multiple Sclerosis,2009,Prevalence p_pe,0.000100757359794476
55+ years,Parkinson Disease,2009,Prevalence p_pe,0.0118406982642223
55+ years,Alzheimer's Disease,2010,Prevalence p_pe,0.467095999213489
55+ years,Multiple Sclerosis,2010,Prevalence p_pe,7.27987825568953e-05
55+ years,Parkinson Disease,2010,Prevalence p_pe,0.00960738718806808
55+ years,Alzheimer's Disease,2011,Prevalence p_pe,0.484905866267545
55+ years,Multiple Sclerosis,2011,Prevalence p_pe,4.80469702279859e-05
55+ years,Parkinson Disease,2011,Prevalence p_pe,0.0106919932797616
55+ years,Alzheimer's Disease,2012,Prevalence p_pe,0.487420647782786
55+ years,Multiple Sclerosis,2012,Prevalence p_pe,3.68992968443384e-05
55+ years,Parkinson Disease,2012,Prevalence p_pe,0.0109887201931366
55+ years,Alzheimer's Disease,2013,Prevalence p_pe,0.476645214196628
55+ years,Multiple Sclerosis,2013,Prevalence p_pe,2.68140622645409e-05
55+ years,Parkinson Disease,2013,Prevalence p_pe,0.0088785702228675
55+ years,Alzheimer's Disease,2014,Prevalence p_pe,0.456114073635254
55+ years,Multiple Sclerosis,2014,Prevalence p_pe,2.53128701337957e-05
55+ years,Parkinson Disease,2014,Prevalence p_pe,0.00699502740098598
55+ years,Alzheimer's Disease,2015,Prevalence p_pe,0.452346795622946
55+ years,Multiple Sclerosis,2015,Prevalence p_pe,2.37238282956935e-05
55+ years,Parkinson Disease,2015,Prevalence p_pe,0.00637090754838964
55+ years,Alzheimer's Disease,2016,Prevalence p_pe,0.450052652730879
55+ years,Multiple Sclerosis,2016,Prevalence p_pe,2.11339075191435e-05
55+ years,Parkinson Disease,2016,Prevalence p_pe,0.00624315513017712
55+ years,Alzheimer's Disease,2017,Prevalence p_pe,0.444021708667751
55+ years,Multiple Sclerosis,2017,Prevalence p_pe,1.99027518546977e-05
55+ years,Parkinson Disease,2017,Prevalence p_pe,0.00545651187618534
55+ years,Alzheimer's Disease,2018,Prevalence p_pe,0.445252095102605
55+ years,Multiple Sclerosis,2018,Prevalence p_pe,1.91256955466968e-05
55+ years,Parkinson Disease,2018,Prevalence p_pe,0.00444259007116811
55+ years,Alzheimer's Disease,1992,Incidence RMSE,74.5369520698423
55+ years,Multiple Sclerosis,1992,Incidence RMSE,0.0483137474998213
55+ years,Parkinson Disease,1992,Incidence RMSE,4.36898412184934
55+ years,Alzheimer's Disease,1993,Incidence RMSE,75.8611629135115
55+ years,Multiple Sclerosis,1993,Incidence RMSE,0.0480721886150266
55+ years,Parkinson Disease,1993,Incidence RMSE,4.42761366361438
55+ years,Alzheimer's Disease,1994,Incidence RMSE,77.1061591780369
55+ years,Multiple Sclerosis,1994,Incidence RMSE,0.0466994521282661
55+ years,Parkinson Disease,1994,Incidence RMSE,4.44973864279249
55+ years,Alzheimer's Disease,1996,Incidence RMSE,81.4080548407095
55+ years,Multiple Sclerosis,1996,Incidence RMSE,0.0493105786069902
55+ years,Parkinson Disease,1996,Incidence RMSE,4.82580201579948
55+ years,Alzheimer's Disease,1995,Incidence RMSE,78.962317807958
55+ years,Multiple Sclerosis,1995,Incidence RMSE,0.0486604430968169
55+ years,Parkinson Disease,1995,Incidence RMSE,4.65990579809748
55+ years,Alzheimer's Disease,1998,Incidence RMSE,88.3735476232837
55+ years,Multiple Sclerosis,1998,Incidence RMSE,0.0503621381732839
55+ years,Parkinson Disease,1998,Incidence RMSE,5.21379818852121
55+ years,Alzheimer's Disease,1997,Incidence RMSE,84.7934380105251
55+ years,Multiple Sclerosis,1997,Incidence RMSE,0.0501956300041452
55+ years,Parkinson Disease,1997,Incidence RMSE,5.04916398446456
55+ years,Alzheimer's Disease,1999,Incidence RMSE,91.9128322730513
55+ years,Multiple Sclerosis,1999,Incidence RMSE,0.0507502111215818
55+ years,Parkinson Disease,1999,Incidence RMSE,5.37093168177682
55+ years,Alzheimer's Disease,2000,Incidence RMSE,93.9379500404438
55+ years,Multiple Sclerosis,2000,Incidence RMSE,0.0513150312266114
55+ years,Parkinson Disease,2000,Incidence RMSE,5.54486570656324
55+ years,Alzheimer's Disease,2001,Incidence RMSE,94.8962929611259
55+ years,Multiple Sclerosis,2001,Incidence RMSE,0.0514800409325914
55+ years,Parkinson Disease,2001,Incidence RMSE,5.76130530959113
55+ years,Alzheimer's Disease,2002,Incidence RMSE,94.8386077778536
55+ years,Multiple Sclerosis,2002,Incidence RMSE,0.0525152159879638
55+ years,Parkinson Disease,2002,Incidence RMSE,6.04964789219437
55+ years,Alzheimer's Disease,2003,Incidence RMSE,94.514180834401
55+ years,Multiple Sclerosis,2003,Incidence RMSE,0.053679526892144
55+ years,Parkinson Disease,2003,Incidence RMSE,6.35672765834005
55+ years,Alzheimer's Disease,2004,Incidence RMSE,93.8805858777491
55+ years,Multiple Sclerosis,2004,Incidence RMSE,0.0545498002893188
55+ years,Parkinson Disease,2004,Incidence RMSE,6.65343602241549
55+ years,Alzheimer's Disease,2005,Incidence RMSE,92.7845079247322
55+ years,Multiple Sclerosis,2005,Incidence RMSE,0.0555547647683095
55+ years,Parkinson Disease,2005,Incidence RMSE,6.72283038395239
55+ years,Alzheimer's Disease,2006,Incidence RMSE,91.6817154251661
55+ years,Multiple Sclerosis,2006,Incidence RMSE,0.0566671388466952
55+ years,Parkinson Disease,2006,Incidence RMSE,6.69973160344324
55+ years,Alzheimer's Disease,2007,Incidence RMSE,90.2996255096891
55+ years,Multiple Sclerosis,2007,Incidence RMSE,0.0572834749816356
55+ years,Parkinson Disease,2007,Incidence RMSE,6.63400197167711
55+ years,Alzheimer's Disease,2008,Incidence RMSE,88.6100690607473
55+ years,Multiple Sclerosis,2008,Incidence RMSE,0.0574219013414256
55+ years,Parkinson Disease,2008,Incidence RMSE,6.542666123964
