State,Region,Disease,PestHits,Incidence,Prevalence
North Carolina,Southeast,Migraine Disorders,13.8731182795699,1174.98022018846,17476.7083803161
North Carolina,Southeast,Multiple Sclerosis,33.3382404486505,3.02481156645244,120.444627612992
North Carolina,Southeast,Parkinson Disease,43.2958977807667,45.3186915842446,167.277627621189
North Dakota,Midwest,Alzheimer's Disease,59.5137101287073,243.98553993377,1831.89797416004
North Dakota,Midwest,Brain Neoplasms,52.7532133676093,9.69006094560804,28.8700675727676
North Dakota,Midwest,Epilepsy,13.0686977299881,38.3140257002469,330.865396055788
North Dakota,Midwest,Migraine Disorders,14.3656320968963,1132.63440152179,16678.2597780845
North Dakota,Midwest,Multiple Sclerosis,33.0592028135991,4.14230958394942,148.997646106916
North Dakota,Midwest,Parkinson Disease,42.2797085201794,46.3377523014818,185.345475043528
Ohio,Midwest,Alzheimer's Disease,60.9196428571429,232.944539848321,1765.74700710752
Ohio,Midwest,Brain Neoplasms,54.1223264540338,9.09452039295945,22.8372600481125
Ohio,Midwest,Epilepsy,13.2036183043633,42.3518743968742,398.856195918577
Ohio,Midwest,Migraine Disorders,14.3182016586643,1137.96396529759,17111.5747379893
Ohio,Midwest,Multiple Sclerosis,34.3941299790356,3.61073632441671,144.657987137699
Ohio,Midwest,Parkinson Disease,42.9887193098872,52.5493762590309,203.814039972354
Oklahoma,Southwest,Alzheimer's Disease,59.0189314261674,198.019126217243,1465.00391026505
Oklahoma,Southwest,Brain Neoplasms,52.7334916864608,8.41896119578026,20.6624320339167
Oklahoma,Southwest,Epilepsy,13.1779661016949,40.0577826435665,359.530501808576
Oklahoma,Southwest,Migraine Disorders,14.2335362479247,1176.96200881504,17035.632687883
Oklahoma,Southwest,Multiple Sclerosis,32.4806437581557,2.6316694725895,94.7401526740191
Oklahoma,Southwest,Parkinson Disease,42.3256205300799,45.1695065135932,160.98991485369
Oregon,West,Alzheimer's Disease,61.6664548919949,205.851029637481,1503.89968167694
Oregon,West,Brain Neoplasms,55.3297022512709,9.88024179003331,29.371961217356
Oregon,West,Epilepsy,13.1772495755518,36.1066296428649,316.013527009973
Oregon,West,Migraine Disorders,14.2078085642317,1133.35431162333,17273.1252617715
Oregon,West,Multiple Sclerosis,34.2470784641068,3.98668055570305,156.093882689611
Oregon,West,Parkinson Disease,43.8730818414322,50.1947393596782,186.984991126826
Pennsylvania,Northeast,Alzheimer's Disease,61.2497551420176,244.557059730533,1811.55327706982
Pennsylvania,Northeast,Brain Neoplasms,53.5616438356164,9.18607152263854,24.6896807701945
Pennsylvania,Northeast,Epilepsy,13.328882642305,40.7125319827659,388.793604381985
Pennsylvania,Northeast,Migraine Disorders,14.3175819497659,1117.389425494,17174.9795189646
Pennsylvania,Northeast,Multiple Sclerosis,34.3642930856553,3.82373111962932,160.069154132544
Pennsylvania,Northeast,Parkinson Disease,44.0663600525624,54.8118599605218,220.332992807956
Rhode Island,Northeast,Alzheimer's Disease,66.3952038369305,255.475970846781,1935.31252831537
Rhode Island,Northeast,Brain Neoplasms,56.7998915401302,9.34390471869128,27.1289909029092
Rhode Island,Northeast,Epilepsy,14.4309193631228,42.5170264833088,415.538918364719
Rhode Island,Northeast,Migraine Disorders,15.2051901025951,1137.3882046368,17631.3482992026
Rhode Island,Northeast,Multiple Sclerosis,36.7145728643216,4.72786610036684,194.324215924951
Rhode Island,Northeast,Parkinson Disease,47.497582205029,48.4082674370117,191.861127302062
South Carolina,Southeast,Alzheimer's Disease,61.5733333333333,189.565708062693,1382.19257849726
South Carolina,Southeast,Brain Neoplasms,52.3695566888976,8.73615041003546,20.6866172904784
South Carolina,Southeast,Epilepsy,13.2843174125611,38.2008665938663,344.068926592577
South Carolina,Southeast,Migraine Disorders,14.0380952380952,1150.78814758099,17284.7658018775
South Carolina,Southeast,Multiple Sclerosis,33.3371323529412,2.75116321058522,110.759654020835
South Carolina,Southeast,Parkinson Disease,43.9137809187279,46.8225636489553,167.30486066352
South Dakota,Midwest,Alzheimer's Disease,61.13112164297,195.473008341809,1372.57852137616
South Dakota,Midwest,Brain Neoplasms,53.8514492753623,10.0122967630153,28.9296126737972
South Dakota,Midwest,Epilepsy,13.1669458403127,41.8410924450787,380.214653817099
South Dakota,Midwest,Migraine Disorders,14.7524822695035,1142.23850695376,16478.6541377528
South Dakota,Midwest,Multiple Sclerosis,33.0900109769484,3.9021813727345,147.803429144902
South Dakota,Midwest,Parkinson Disease,42.8360483447189,41.7436666163086,167.813601381659
Tennessee,Southeast,Alzheimer's Disease,60.5357766143107,195.099507502469,1453.85438183995
Tennessee,Southeast,Brain Neoplasms,53.8207843137255,8.94602965008836,21.82396653317
Tennessee,Southeast,Epilepsy,13.166729112027,38.7152442997388,350.189383667798
Tennessee,Southeast,Migraine Disorders,14.0836743974534,1162.83205061202,17374.2131248891
Tennessee,Southeast,Multiple Sclerosis,33.4382806759736,2.89071157709392,115.19718362145
Tennessee,Southeast,Parkinson Disease,43.1592827004219,44.5346294747352,160.546537812451
Texas,Southwest,Alzheimer's Disease,61.1578571428571,164.678279180272,1237.189887684
Texas,Southwest,Brain Neoplasms,53.1714513556619,7.32401431298066,21.4114186911242
Texas,Southwest,Epilepsy,13.3818525519849,37.073241893278,343.893513002163
Texas,Southwest,Migraine Disorders,14.2642988929889,1238.70225650034,17448.9655046486
Texas,Southwest,Multiple Sclerosis,33.3804066543438,2.4198645723701,86.4050293947688
Texas,Southwest,Parkinson Disease,43.9492494639028,39.9441937092265,155.616632513869
Utah,West,Alzheimer's Disease,62.6671226630187,100.01967729575,709.387167355901
Utah,West,Brain Neoplasms,56.6539466806064,6.91502624739812,21.3396873204992
Utah,West,Epilepsy,13.921790457452,35.9829750443652,288.433247842865
Utah,West,Migraine Disorders,14.6332923832924,1311.67151783465,17131.3216079828
Utah,West,Multiple Sclerosis,34.411961722488,5.35515895682654,168.19507999845
Utah,West,Parkinson Disease,43.5729977116705,31.6411409125155,115.854495857215
Vermont,Northeast,Alzheimer's Disease,64.5234207133649,229.170088152368,1649.0958061531
Vermont,Northeast,Brain Neoplasms,55.6301775147929,9.60533245968774,27.1793228967089
Vermont,Northeast,Epilepsy,14.1193473193473,36.0463669055615,323.011999477197
Vermont,Northeast,Migraine Disorders,14.888582460011,1082.05480781595,17134.7571221261
Vermont,Northeast,Multiple Sclerosis,36.3598536808413,3.78979775344571,165.813112458995
Vermont,Northeast,Parkinson Disease,46.4069716775599,63.6610654260619,253.565179057316
Virginia,Southeast,Alzheimer's Disease,60.0888964577657,186.533443133339,1380.27367930327
Virginia,Southeast,Brain Neoplasms,52.0478723404255,8.09873086849552,23.7011593177197
Virginia,Southeast,Epilepsy,13.1020109689214,39.53484077308,355.030911549836
Virginia,Southeast,Migraine Disorders,13.7974460590048,1169.59539588561,17567.400424516
Virginia,Southeast,Multiple Sclerosis,33.1735389028326,3.36797909348352,131.870839619281
Virginia,Southeast,Parkinson Disease,42.5531550068587,43.0015602496667,166.185561493888
Washington,West,Alzheimer's Disease,61.7724609375,177.546327658036,1270.29075890444
Washington,West,Brain Neoplasms,55.4298474134723,8.09282583148802,18.4676159550603
Washington,West,Epilepsy,13.1256106071179,38.392619954776,335.917487079549
Washington,West,Migraine Disorders,14.1928386540121,1154.7297999599,17283.0573937232
Washington,West,Multiple Sclerosis,34.1703653123933,4.22376187673366,160.942139550298
Washington,West,Parkinson Disease,43.6574712643678,48.5559287507574,189.552394196512
West Virginia,Southeast,Alzheimer's Disease,61.1432380952381,246.397293208741,1868.78708907877
West Virginia,Southeast,Brain Neoplasms,54.2617507546356,9.56964721346079,21.1517311637184
West Virginia,Southeast,Epilepsy,13.1482091395636,41.3973198556138,407.036724015112
West Virginia,Southeast,Migraine Disorders,14.4028268551237,1086.78437138554,16940.3126224638
West Virginia,Southeast,Multiple Sclerosis,34.1995975855131,2.89731997929232,124.843511589192
West Virginia,Southeast,Parkinson Disease,43.6124567474048,59.9114741584512,223.992918967123
Wisconsin,Midwest,Alzheimer's Disease,60.7646188008882,207.485906784764,1504.62890393489
Wisconsin,Midwest,Brain Neoplasms,54.409475465313,9.94590840657885,30.4884052495691
Wisconsin,Midwest,Epilepsy,13.5818327330932,43.9326962901769,351.657254468725
Wisconsin,Midwest,Migraine Disorders,14.2761811982465,1139.81088599754,17061.7003150265
Wisconsin,Midwest,Multiple Sclerosis,34.3422187377499,3.98368275437535,157.514114203157
Wisconsin,Midwest,Parkinson Disease,42.8661945583302,45.7286623275231,177.236206023257
Wyoming,West,Alzheimer's Disease,65.5146823278163,173.551599018126,1229.19619872237
Wyoming,West,Brain Neoplasms,54.7243076923077,8.39136403059217,23.4168901435979
Wyoming,West,Epilepsy,13.5,40.1073021983102,351.858148809389
Wyoming,West,Migraine Disorders,14.7498165810712,1147.05425668036,16758.9145653839
Wyoming,West,Multiple Sclerosis,34.7441340782123,4.59476158326081,176.010704967762
Wyoming,West,Parkinson Disease,44.6096,43.1262841847604,154.988867761039
